source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
CORUM,CORUM:306,"Ribosome, cytoplasmic",1.7036493753066964e-22,True,"Ribosome, cytoplasmic",29,100,19,4007,0.19,0.6551724137931034,query_1,['CORUM:0000000']
WP,WP:WP477,Cytoplasmic ribosomal proteins,6.377538707743149e-20,True,Cytoplasmic ribosomal proteins,34,100,20,4007,0.2,0.5882352941176471,query_1,['WP:000000']
REAC,REAC:R-HSA-156902,Peptide chain elongation,6.377538707743149e-20,True,Peptide chain elongation,34,100,20,4007,0.2,0.5882352941176471,query_1,['REAC:R-HSA-156842']
REAC,REAC:R-HSA-156842,Eukaryotic Translation Elongation,1.4595777602415122e-19,True,Eukaryotic Translation Elongation,35,100,20,4007,0.2,0.5714285714285714,query_1,['REAC:R-HSA-72766']
REAC,REAC:R-HSA-72764,Eukaryotic Translation Termination,3.221109265516337e-19,True,Eukaryotic Translation Termination,36,100,20,4007,0.2,0.5555555555555556,query_1,['REAC:R-HSA-72766']
REAC,REAC:R-HSA-192823,Viral mRNA Translation,3.221109265516337e-19,True,Viral mRNA Translation,36,100,20,4007,0.2,0.5555555555555556,query_1,['REAC:R-HSA-168273']
REAC,REAC:R-HSA-2408557,Selenocysteine synthesis,3.221109265516337e-19,True,Selenocysteine synthesis,36,100,20,4007,0.2,0.5555555555555556,query_1,['REAC:R-HSA-2408522']
REAC,REAC:R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,4.338854526253177e-19,True,Response of EIF2AK4 (GCN2) to amino acid deficiency,42,100,21,4007,0.21,0.5,query_1,['REAC:R-HSA-9711097']
REAC,REAC:R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),5.6231114452175625e-18,True,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),40,100,20,4007,0.2,0.5,query_1,['REAC:R-HSA-927802']
REAC,REAC:R-HSA-72689,Formation of a pool of free 40S subunits,1.076784316199395e-17,True,Formation of a pool of free 40S subunits,41,100,20,4007,0.2,0.4878048780487805,query_1,['REAC:R-HSA-72737']
CORUM,CORUM:308,"60S ribosomal subunit, cytoplasmic",2.630913240736091e-17,True,"60S ribosomal subunit, cytoplasmic",19,100,14,4007,0.14,0.7368421052631579,query_1,['CORUM:0000000']
GO:CC,GO:0022626,cytosolic ribosome,4.65467685135135e-17,True,"""A ribosome located in the cytosol."" [GOC:mtg_sensu]",50,100,21,4007,0.21,0.42,query_1,"['GO:0005829', 'GO:0005840']"
REAC,REAC:R-HSA-9711097,Cellular response to starvation,1.2772959985673897e-16,True,Cellular response to starvation,52,100,21,4007,0.21,0.40384615384615385,query_1,['REAC:R-HSA-2262752']
REAC,REAC:R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,2.0366060475625789e-16,True,SRP-dependent cotranslational protein targeting to membrane,46,100,20,4007,0.2,0.43478260869565216,query_1,['REAC:R-HSA-72766']
REAC,REAC:R-HSA-2408522,Selenoamino acid metabolism,3.4771123059441484e-16,True,Selenoamino acid metabolism,47,100,20,4007,0.2,0.425531914893617,query_1,['REAC:R-HSA-71291']
REAC,REAC:R-HSA-168273,Influenza Viral RNA Transcription and Replication,5.286103445733547e-16,True,Influenza Viral RNA Transcription and Replication,55,100,21,4007,0.21,0.38181818181818183,query_1,['REAC:R-HSA-168255']
REAC,REAC:R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,5.846256617618762e-16,True,L13a-mediated translational silencing of Ceruloplasmin expression,48,100,20,4007,0.2,0.4166666666666667,query_1,['REAC:R-HSA-72613']
REAC,REAC:R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,9.688359880191994e-16,True,GTP hydrolysis and joining of the 60S ribosomal subunit,49,100,20,4007,0.2,0.40816326530612246,query_1,['REAC:R-HSA-72737']
REAC,REAC:R-HSA-927802,Nonsense-Mediated Decay (NMD),6.415102098185744e-15,True,Nonsense-Mediated Decay (NMD),53,100,20,4007,0.2,0.37735849056603776,query_1,['REAC:R-HSA-8953854']
REAC,REAC:R-HSA-72613,Eukaryotic Translation Initiation,6.415102098185744e-15,True,Eukaryotic Translation Initiation,53,100,20,4007,0.2,0.37735849056603776,query_1,['REAC:R-HSA-72766']
REAC,REAC:R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),6.415102098185744e-15,True,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),53,100,20,4007,0.2,0.37735849056603776,query_1,['REAC:R-HSA-927802']
REAC,REAC:R-HSA-72737,Cap-dependent Translation Initiation,6.415102098185744e-15,True,Cap-dependent Translation Initiation,53,100,20,4007,0.2,0.37735849056603776,query_1,['REAC:R-HSA-72613']
REAC,REAC:R-HSA-168255,Influenza Infection,3.1459888147421695e-14,True,Influenza Infection,65,100,21,4007,0.21,0.3230769230769231,query_1,['REAC:R-HSA-9824446']
KEGG,KEGG:03010,Ribosome,3.549982469584358e-14,True,Ribosome,57,100,20,4007,0.2,0.3508771929824561,query_1,['KEGG:00000']
GO:BP,GO:0002181,cytoplasmic translation,2.525681469935326e-13,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",71,100,21,4007,0.21,0.29577464788732394,query_1,['GO:0006412']
CORUM,CORUM:3055,Nop56p-associated pre-rRNA complex,2.729760943997497e-13,True,Nop56p-associated pre-rRNA complex,44,100,16,4007,0.16,0.36363636363636365,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,1.0011531957424433e-12,True,Major pathway of rRNA processing in the nucleolus and cytosol,66,100,20,4007,0.2,0.30303030303030304,query_1,['REAC:R-HSA-8868773']
REAC,REAC:R-HSA-8868773,rRNA processing in the nucleus and cytosol,5.03409865100372e-12,True,rRNA processing in the nucleus and cytosol,71,100,20,4007,0.2,0.28169014084507044,query_1,['REAC:R-HSA-72312']
