source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
HP,HP:0011893,Abnormal leukocyte count,0.0006553654776248751,True,Number of leukocytes per volume of blood beyond normal limits.,179,94,15,5333,0.1595744680851064,0.08379888268156424,query_1,['HP:0001881']
GO:BP,GO:0042110,T cell activation,0.0013397783467283169,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",217,94,18,5333,0.19148936170212766,0.08294930875576037,query_1,['GO:0046649']
GO:BP,GO:0050851,antigen receptor-mediated signaling pathway,0.0023626592467452124,True,"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]",74,94,11,5333,0.11702127659574468,0.14864864864864866,query_1,['GO:0002429']
GO:BP,GO:0001775,cell activation,0.0029010481092967113,True,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",433,94,25,5333,0.26595744680851063,0.057736720554272515,query_1,"['GO:0009987', 'GO:0032501']"
GO:BP,GO:0050863,regulation of T cell activation,0.002901445359713155,True,"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]",155,94,15,5333,0.1595744680851064,0.0967741935483871,query_1,"['GO:0042110', 'GO:0051249']"
HP,HP:0010987,Abnormal cellular immune system morphology,0.0030420771254518774,True,An abnormality of the morphology or counts of the cells that make up the immune system.,229,94,16,5333,0.1702127659574468,0.06986899563318777,query_1,['HP:0032251']
HP,HP:0001881,Abnormal leukocyte morphology,0.0030420771254518774,True,An abnormality of leukocytes.,229,94,16,5333,0.1702127659574468,0.06986899563318777,query_1,"['HP:0001871', 'HP:0010987']"
GO:BP,GO:0002757,immune response-activating signaling pathway,0.0034494605692815756,True,"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response."" [GOC:add]",157,94,15,5333,0.1595744680851064,0.09554140127388536,query_1,"['GO:0002253', 'GO:0002764']"
HP,HP:0001974,Leukocytosis,0.003892834934053986,True,An abnormal increase in the number of leukocytes in the blood.,68,94,9,5333,0.09574468085106383,0.1323529411764706,query_1,['HP:0011893']
HP,HP:0032251,Abnormal immune system morphology,0.005964202227451838,True,Abnormal immune system morphology,241,94,16,5333,0.1702127659574468,0.06639004149377593,query_1,['HP:0002715']
GO:BP,GO:0002253,activation of immune response,0.00828538213179313,True,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",192,94,16,5333,0.1702127659574468,0.08333333333333333,query_1,"['GO:0002376', 'GO:0050778']"
GO:BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,0.009039283993875172,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",103,94,12,5333,0.1276595744680851,0.11650485436893204,query_1,"['GO:0002757', 'GO:0002768']"
GO:BP,GO:0045321,leukocyte activation,0.009427276019568338,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",363,94,22,5333,0.23404255319148937,0.06060606060606061,query_1,"['GO:0001775', 'GO:0002376']"
GO:BP,GO:0002764,immune response-regulating signaling pathway,0.00997876882750725,True,"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",170,94,15,5333,0.1595744680851064,0.08823529411764706,query_1,"['GO:0007165', 'GO:0050776']"
GO:BP,GO:0007159,leukocyte cell-cell adhesion,0.013561780416104811,True,"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]",174,94,15,5333,0.1595744680851064,0.08620689655172414,query_1,['GO:0098609']
WP,WP:WP2849,Hematopoietic stem cell differentiation,0.014057237166212995,True,Hematopoietic stem cell differentiation,27,94,7,5333,0.07446808510638298,0.25925925925925924,query_1,['WP:000000']
HP,HP:0011839,Abnormal T cell count,0.02489869334298883,True,A deviation from the normal count of T cells.,47,94,7,5333,0.07446808510638298,0.14893617021276595,query_1,"['HP:0002843', 'HP:0040088']"
GO:BP,GO:0050865,regulation of cell activation,0.02852947204954552,True,"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]",237,94,17,5333,0.18085106382978725,0.07172995780590717,query_1,"['GO:0001775', 'GO:0050794', 'GO:0051239']"
GO:BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,0.030653877230855834,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",115,94,12,5333,0.1276595744680851,0.10434782608695652,query_1,"['GO:0002764', 'GO:0007166']"
HP,HP:0002843,Abnormal T cell morphology,0.03304580966669184,True,An abnormality of T cells.,49,94,7,5333,0.07446808510638298,0.14285714285714285,query_1,['HP:0004332']
GO:BP,GO:0002694,regulation of leukocyte activation,0.03678275721655997,True,"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",214,94,16,5333,0.1702127659574468,0.07476635514018691,query_1,"['GO:0002682', 'GO:0045321', 'GO:0050865']"
GO:BP,GO:0051249,regulation of lymphocyte activation,0.03716946022689974,True,"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",188,94,15,5333,0.1595744680851064,0.0797872340425532,query_1,"['GO:0002694', 'GO:0046649']"
GO:BP,GO:0050854,regulation of antigen receptor-mediated signaling pathway,0.03929955740067044,True,"""Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell."" [GOC:ai]",31,94,7,5333,0.07446808510638298,0.22580645161290322,query_1,"['GO:0009966', 'GO:0050776', 'GO:0050851']"
GO:BP,GO:0002684,positive regulation of immune system process,0.04105037850164047,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",395,94,22,5333,0.23404255319148937,0.05569620253164557,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']"
GO:BP,GO:0002682,regulation of immune system process,0.046172729267507845,True,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",571,94,27,5333,0.2872340425531915,0.047285464098073555,query_1,"['GO:0002376', 'GO:0050789']"
