source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006590,thyroid hormone generation,1.68649942334086e-05,True,"""The formation of either of the compounds secreted by the thyroid gland, mainly thyroxine and triiodothyronine. This is achieved by the iodination and joining of tyrosine molecules to form the precursor thyroglobin, proteolysis of this precursor gives rise to the thyroid hormones."" [GOC:jl, ISBN:0716720094]",18,97,8,5333,0.08247422680412371,0.4444444444444444,query_1,['GO:0042403']
GO:BP,GO:0042403,thyroid hormone metabolic process,4.711920028796183e-05,True,"""The chemical reactions and pathways involving any of the compounds secreted by the thyroid gland, largely thyroxine and triiodothyronine."" [GOC:jl, ISBN:0198506732]",20,97,8,5333,0.08247422680412371,0.4,query_1,"['GO:0006575', 'GO:0018958', 'GO:0042445']"
HP,HP:0004491,Large posterior fontanelle,0.0001660408985571483,True,An enlargement of the posterior fontanelle relative to age-dependent norms.,8,97,5,5333,0.05154639175257732,0.625,query_1,['HP:0000239']
HP,HP:0031220,Increased radioactive iodine uptake,0.00017744706344958444,True,"An elevated amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours after administration of the radioactive marker.",4,97,4,5333,0.041237113402061855,1.0,query_1,['HP:0031221']
HP,HP:0031508,Abnormal circulating thyroid hormone concentration,0.0008317471391272542,True,Any deviation from the normal range of the hormones produced by the thyroid gland.,18,97,6,5333,0.061855670103092786,0.3333333333333333,query_1,"['HP:0002926', 'HP:0003117']"
HP,HP:0031507,Decreased circulating T4 concentration,0.0013116103883971664,True,A reduction below the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).,11,97,5,5333,0.05154639175257732,0.45454545454545453,query_1,['HP:0031505']
HP,HP:0031505,Abnormal circulating T4 concentration,0.0013116103883971664,True,A deviation from the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).,11,97,5,5333,0.05154639175257732,0.45454545454545453,query_1,['HP:0031508']
HP,HP:0001615,Hoarse cry,0.0013116103883971664,True,Hoarse cry,11,97,5,5333,0.05154639175257732,0.45454545454545453,query_1,['HP:0001609']
HP,HP:0025483,Abnormal circulating thyroglobulin concentration,0.0013116103883971664,True,"A deviation from the normal concentration of thyroglobulin, a protein produced in the thyroid gland that acts as a precursor to thyrroid hormones.",11,97,5,5333,0.05154639175257732,0.45454545454545453,query_1,['HP:0010876']
HP,HP:0002925,Elevated circulating thyroid-stimulating hormone concentration,0.0022161713391691193,True,Increased concentration of thyroid-stimulating hormone (TSH) in the blood circulation.,12,97,5,5333,0.05154639175257732,0.4166666666666667,query_1,['HP:0031097']
HP,HP:0031221,Abnormal radioactive iodine uptake test result,0.005954245080079879,True,"Any deviation from normal in the amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours after administration of the radioactive marker.",7,97,4,5333,0.041237113402061855,0.5714285714285714,query_1,['HP:0002926']
HP,HP:0031219,Reduced radioactive iodine uptake,0.005954245080079879,True,"A decreased amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours after administration of the radioactive marker.",7,97,4,5333,0.041237113402061855,0.5714285714285714,query_1,['HP:0031221']
HP,HP:0011437,Maternal autoimmune disease,0.005954245080079879,True,A medical history of a fetus or child born to a mother with an autoimmune disease.,7,97,4,5333,0.041237113402061855,0.5714285714285714,query_1,['HP:0002686']
HP,HP:0008828,Delayed proximal femoral epiphyseal ossification,0.005954245080079879,True,Developmental delay of ossification of the proximal epiphysis of the femur.,7,97,4,5333,0.041237113402061855,0.5714285714285714,query_1,"['HP:0002663', 'HP:0009107', 'HP:0010574']"
HP,HP:0000851,Congenital hypothyroidism,0.008046175081395945,True,A type of hypothyroidism with congenital onset.,15,97,5,5333,0.05154639175257732,0.3333333333333333,query_1,['HP:0000821']
HP,HP:0008263,Thyroid defect in oxidation and organification of iodide,0.010061626044534951,True,Thyroid defect in oxidation and organification of iodide,3,97,3,5333,0.030927835051546393,1.0,query_1,['HP:0002926']
