Gene Name,Score
SFTPB,0.2871
MT-ND2,0.2705
MIR4485,0.2602
CFTR,0.2406
MT-ND1,0.2286
SERPINB4,0.2234
RPL27A,0.2198
GAS5,0.2193
MT-ATP6,0.2151
S100P,0.2145
TSPAN1,0.2138
LTF,0.2106
MT-CO2,0.2091
HSP90B2P,0.2052
SFTPC,0.2017
ANXA2P3,0.1987
RPL13A,0.1985
PDIA3P1,0.1935
SNORD42A,0.1926
MT-CYB,0.1896
RPL13AP5,0.184
RPL21P28,0.1834
CP,0.1831
RPL15,0.1822
SFTPA1,0.1819
UQCRBP1,0.1817
NEAT1,0.179
MT-ND3,0.178
MSMB,0.1778
AGR2,0.1774
LINGO1,0.1765
RACK1,0.17
RPL23,0.1699
RPS15A,0.1694
RPS2,0.1687
RPL31,0.168
RPS29,0.1678
SERPINB3,0.1673
MT-ND5,0.1672
VMO1,0.1672
LRRIQ1,0.1664
CFAP298,0.1648
SFTPA2,0.1622
BPIFA1,0.1621
H3P6,0.1608
RPL21,0.1592
ANKRD36B,0.1586
DNAH12,0.1574
MUC1,0.157
RPL28,0.1569
HSP90AA1,0.1565
NAPSA,0.1556
MT-CO3,0.1552
CCDC146,0.1542
GADD45A,0.1533
ANXA2P2,0.1528
SCGB1A1,0.1507
RPL13AP20,0.1505
PIP,0.1499
MT-ND4,0.1477
BPIFB1,0.1469
RPL10A,0.1457
SCGB3A1,0.1445
MMP10,0.1433
UBB,0.1432
NUDT4P2,0.1427
HSPH1,0.1422
RSPH1,0.142
NUCB2,0.1418
ERICH3,0.1417
AKAP9,0.1407
RPL39,0.1395
CXCL8,0.1395
SYNE2,0.1388
SNTN,0.1388
RPL32,0.1384
TCN1,0.138
PABPC3,0.1363
GOLGB1,0.1358
NUDT4B,0.1354
RPL23A,0.1349
ATF3,0.1342
LYZ,0.1342
LCN2,0.1338
GPX1,0.1337
RPL37A,0.1335
RPS3,0.1333
RPS5,0.1328
HOATZ,0.1326
TCIM,0.1322
RPL18A,0.1321
DNAAF4-CCPG1,0.1321
DNAJA1,0.1318
PPP1R15A,0.1317
RPS27,0.1315
DNAAF1,0.1308
TMSB4X,0.1299
RPL3,0.1296
ATP5F1EP2,0.1295
FTL,0.1294
WFDC21P,0.1289
ENKUR,0.1288
IGFBP3,0.1282
CALM1,0.1279
EZR,0.1272
ATP5MK,0.1263
NPC2,0.1257
RPL26,0.1247
TSC22D1,0.1246
CALM2,0.1243
RPS28,0.1241
GAPDH,0.1241
MALAT1,0.1237
WSB1,0.1237
SAA1,0.1234
SNHG5,0.1232
LRRK2,0.1231
PMAIP1,0.1229
IFITM3,0.1229
GTF2IP1_ENSG00000277053,0.1229
NCOA7,0.1225
LRP4,0.1223
AKAP13,0.1216
TFF3,0.1214
CTSC,0.1213
CFAP43,0.1212
IFITM1,0.121
