Gene Name,Score
RPL3,0.0083
RPS3,0.0081
NEAT1,0.0079
SCGB1A1,0.0079
NUCB2,0.0078
LMO7,0.0077
RPL27A,0.0074
AQP3,0.0072
KRT17,0.007
SLC25A5,0.0069
RPL28,0.0069
NAPSA,0.0068
CELF2,0.0068
RPL39,0.0067
S100A2,0.0067
SCGB3A1,0.0063
NCL,0.0062
LYZ,0.0062
DYNLL1,0.0062
KRT5,0.0061
DLG2,0.0061
SFTPB,0.006
SFTPD,0.006
PRKG1,0.006
HSPB1,0.0059
LIMA1,0.0059
MBNL1,0.0059
EIF5B,0.0059
MAGI3,0.0058
CTSC,0.0058
MT-ND3,0.0058
FOS,0.0058
HNRNPA2B1,0.0058
F3_ENSG00000117525,0.0058
RPS27,0.0058
NEDD4L,0.0058
WFDC2,0.0058
PIGR,0.0058
CXCL2,0.0057
TPM4,0.0057
RPL13A,0.0057
PHACTR1,0.0056
FTX,0.0056
GOLGB1,0.0056
DLC1,0.0056
SMYD3,0.0056
GAPDH,0.0056
SLC34A2,0.0056
TXNIP,0.0056
SMARCA5,0.0056
LRRK2,0.0056
ZNF385B,0.0055
FOSB,0.0055
MT-ND2,0.0055
ARPC2,0.0055
CALM2,0.0055
RPS5,0.0055
ATP11A,0.0055
DST,0.0055
RPS19,0.0054
TSPAN1,0.0054
ANXA1,0.0054
RPL10A,0.0054
CD24,0.0054
MAST4,0.0054
EIF3A,0.0054
BTG2,0.0053
MACROD2,0.0053
CADM1,0.0053
CADPS2,0.0053
CRIP1,0.0053
RPL23A,0.0052
SAA2,0.0052
HSP90AA1,0.0052
S100P,0.0051
AUTS2,0.0051
HNRNPU,0.0051
MYL12B,0.0051
ANK3,0.0051
RPL12,0.0051
DAPK1,0.0051
RPL21,0.0051
NFKBIA,0.0051
SLPI,0.0051
MT2A,0.0051
GPC5,0.005
FTL,0.005
HNRNPDL,0.005
NPC2,0.005
GSTP1,0.005
CXCL8,0.005
BTBD9,0.0049
HES1,0.0049
KRT15,0.0049
MAGI1,0.0049
S100A11,0.0049
PTPRG,0.0049
PRSS23,0.0049
FHIT,0.0048
RPS15A,0.0048
XBP1,0.0048
NIPBL,0.0048
ERBB4,0.0047
ZFAS1,0.0047
RSPH1,0.0047
JUN,0.0047
KRT7,0.0047
CD74,0.0047
BPIFA1,0.0047
MT1X,0.0047
AKAP9,0.0047
C9orf24,0.0046
CALM1,0.0046
IER2,0.0046
UQCRB,0.0046
GADD45A,0.0046
ACTG1,0.0046
CXCL17,0.0046
TMC5,0.0046
TUBB4B,0.0046
PPP1R15A,0.0046
SFTPA1,0.0046
MT-CO2,0.0046
MAML2,0.0046
RPL5,0.0046
HNRNPC,0.0046
CIB1,0.0046
LIMCH1,0.0046
UBB,0.0045
GOLGA4,0.0045
RPS28,0.0045
CTSS,0.0045
MT-ND1,0.0045
PABPC1,0.0045
HSP90B1,0.0045
ZFP36L2,0.0045
MIR4485,0.0045
RPS29,0.0045
CLDN4,0.0045
PTPRM,0.0045
LDHB,0.0045
PARD3,0.0044
CHD2,0.0044
RPL23,0.0044
CETN2,0.0044
PDIA3P1,0.0044
MT-ND4L,0.0044
TXN,0.0044
CP,0.0044
CFTR,0.0044
