Gene Name,Score
AGR2 (meth.),0.0309
MAP2 (meth.),0.0263
PGLYRP3 (meth.),0.0244
GCSAM (meth.),0.0233
MYO3A (meth.),0.0230
TRH (meth.),0.0230
SCRG1 (meth.),0.0228
ST6GALNAC1 (meth.),0.0226
SLC22A12 (meth.),0.0223
LCE2D (meth.),0.0223
GDF3 (meth.),0.0218
FOXI1 (meth.),0.0216
HTR3D (meth.),0.0216
LYPD5 (meth.),0.0214
FCER1A (meth.),0.0213
SELENBP1 (meth.),0.0212
ADH6 (meth.),0.0207
ELN (meth.),0.0207
DYNLT5 (meth.),0.0205
WNK3 (meth.),0.0205
IFITM1 (meth.),0.0204
CD69 (meth.),0.0201
MS4A15 (meth.),0.0201
GPX5 (meth.),0.0200
GABRB1 (meth.),0.0199
GPRASP3 (meth.),0.0197
CCDC181 (meth.),0.0196
KCNK17 (meth.),0.0196
FERD3L (meth.),0.0196
GSDMC (meth.),0.0195
HNF4A (meth.),0.0194
GLRA2 (meth.),0.0194
GPR143 (meth.),0.0194
MAT1A (meth.),0.0193
PICALM (meth.),0.0192
CCR6 (meth.),0.0190
WDR72 (meth.),0.0190
ZNF671 (meth.),0.0189
BANK1 (meth.),0.0189
PRSS58 (meth.),0.0188
TCN1 (meth.),0.0187
TAAR5 (meth.),0.0186
GCSAML (meth.),0.0184
INPP5B (meth.),0.0184
CMTM3 (meth.),0.0184
CRMP1 (meth.),0.0183
C11orf52 (meth.),0.0183
FAXDC2 (meth.),0.0183
DMBT1 (meth.),0.0183
CD53 (meth.),0.0182
PTPN22 (meth.),0.0181
RBM47 (meth.),0.0180
DISP1 (meth.),0.0180
CNKSR2 (meth.),0.0180
FCAR (meth.),0.0180
CD200R1 (meth.),0.0179
HCAR1 (meth.),0.0179
TRHR (meth.),0.0179
ZNF577 (meth.),0.0179
ADHFE1 (meth.),0.0178
EPB41L1 (meth.),0.0178
MTMR8 (meth.),0.0178
EPHA5 (meth.),0.0178
PYDC2 (meth.),0.0177
CXCR2 (meth.),0.0177
KCNE3 (meth.),0.0177
NOX1 (meth.),0.0177
GP2 (meth.),0.0176
PLAC8 (meth.),0.0176
RNASE6 (meth.),0.0176
CNTNAP2 (meth.),0.0175
FOXG1 (meth.),0.0174
ZFP42 (meth.),0.0174
MYH4 (meth.),0.0173
SLC6A15 (meth.),0.0173
GBP4 (meth.),0.0172
VNN1 (meth.),0.0172
CD1C (meth.),0.0171
RUNX1 (meth.),0.0171
SLITRK1 (meth.),0.0171
FAM180A (meth.),0.0170
MADD (meth.),0.0170
CNGB3 (meth.),0.0170
TM4SF4 (meth.),0.0170
CYBA (meth.),0.0169
TMED6 (meth.),0.0169
RDH5 (meth.),0.0169
IL7R (meth.),0.0168
LIN7A (meth.),0.0167
UMOD (meth.),0.0167
C15orf48 (meth.),0.0166
OR5V1 (meth.),0.0166
NMUR2 (meth.),0.0166
TGFB3 (meth.),0.0166
GATA2 (meth.),0.0164
BCAN (meth.),0.0164
GLYAT (meth.),0.0164
DRD4 (meth.),0.0164
DAPP1 (meth.),0.0164
HKDC1 (meth.),0.0163
GCNT2 (meth.),0.0162
DPP6 (meth.),0.0162
AFF3 (meth.),0.0162
FXYD3 (meth.),0.0162
PTHLH (meth.),0.0162
GRIP1 (meth.),0.0162
UTF1 (meth.),0.0161
SST (meth.),0.0161
SSTR4 (meth.),0.0161
ADCY4 (meth.),0.0160
GFRA3 (meth.),0.0160
TMEM139 (meth.),0.0160
ZNF536 (meth.),0.0160
PABPC5 (meth.),0.0160
C8A (meth.),0.0159
PEAK3 (meth.),0.0159
PRKAR1B (meth.),0.0159
ARSL (meth.),0.0159
WDR17 (meth.),0.0159
XDH (meth.),0.0158
OTOP1 (meth.),0.0157
BEST3 (meth.),0.0157
MYLK (meth.),0.0157
FLI1 (meth.),0.0155
CLIC6 (meth.),0.0155
SLC16A5 (meth.),0.0155
MAGEC3 (meth.),0.0154
PCP4 (meth.),0.0153
HTR2C (meth.),0.0153
KCNAB2 (meth.),0.0153
TAS2R16 (meth.),0.0153
STMN2 (meth.),0.0153
GIMAP4 (meth.),0.0152
PRG3 (meth.),0.0152
KLF8 (meth.),0.0152
F7 (meth.),0.0152
MS4A8 (meth.),0.0151
SGK2 (meth.),0.0151
RASGRP3 (meth.),0.0150
SLN (meth.),0.0150
ANPEP (meth.),0.0149
SLC26A5 (meth.),0.0149
TRIM2 (meth.),0.0149
ADA (meth.),0.0149
LCE3D (meth.),0.0148
GCM1 (meth.),0.0148
RGL3 (meth.),0.0148
CFTR (meth.),0.0148
NEBL (meth.),0.0147
ACVR1 (meth.),0.0147
ZNF560 (meth.),0.0147
HOXA5 (meth.),0.0147
OR7C2 (meth.),0.0146
CRIP3 (meth.),0.0146
FYB1 (meth.),0.0146
BTNL2 (meth.),0.0146
IL1RL2 (meth.),0.0146
FAM216B (meth.),0.0146
NELL1 (meth.),0.0146
SLC22A9 (meth.),0.0146
SLC8A2 (meth.),0.0145
HYLS1 (meth.),0.0145
FSHR (meth.),0.0145
KSR1 (meth.),0.0145
HOXA9 (meth.),0.0144
CNTN6 (meth.),0.0144
CD38 (meth.),0.0143
PTGDR (meth.),0.0143
KLK1 (meth.),0.0142
CYTL1 (meth.),0.0142
IRAG2 (meth.),0.0142
SRPX2 (meth.),0.0142
GNG4 (meth.),0.0141
FAM83A (meth.),0.0140
TFAP2B (meth.),0.0140
CLRN3 (meth.),0.0140
H3C3 (meth.),0.0140
PHOX2A (meth.),0.0140
FCRL2 (meth.),0.0140
HEPACAM (meth.),0.0139
ARL14 (meth.),0.0139
FPR2 (meth.),0.0139
PLEKHS1 (meth.),0.0139
HAAO (meth.),0.0139
HCG9 (meth.),0.0138
BATF (meth.),0.0138
EPB41L3 (meth.),0.0137
APC (meth.),0.0137
SLC38A11 (meth.),0.0137
PCDHB6 (meth.),0.0136
FAP (meth.),0.0136
IFFO1 (meth.),0.0135
NEFM (meth.),0.0135
BBOX1 (meth.),0.0134
LINC02694 (meth.),0.0134
BNIPL (meth.),0.0134
POU4F2 (meth.),0.0134
BPIFA3 (meth.),0.0134
ARHGDIB (meth.),0.0133
CASP8 (meth.),0.0133
ZSCAN12 (meth.),0.0132
FTHL17 (meth.),0.0132
CD5L (meth.),0.0132
CBLN4 (meth.),0.0131
G6PC2 (meth.),0.0131
AIM2 (meth.),0.0131
RNLS (meth.),0.0131
SUMO3 (meth.),0.0131
CHL1 (meth.),0.0130
TMPRSS3 (meth.),0.0130
VWC2 (meth.),0.0130
MIR1208 (mut.),0.0129
AHSP (meth.),0.0129
MGST1 (meth.),0.0129
COL5A2 (meth.),0.0129
SLITRK4 (meth.),0.0129
SPARCL1 (meth.),0.0129
PCSK1 (meth.),0.0129
TTN (meth.),0.0128
GIMAP5 (meth.),0.0128
C1QTNF7 (meth.),0.0127
KRTAP13-3 (meth.),0.0127
CHI3L2 (meth.),0.0127
ST6GALNAC5 (meth.),0.0126
HEPH (meth.),0.0126
SFN (meth.),0.0126
NETO1 (meth.),0.0126
CDK14 (meth.),0.0126
CA3 (meth.),0.0125
PCYT1B (meth.),0.0125
ZAR1 (meth.),0.0125
C5AR1 (meth.),0.0125
CD33 (meth.),0.0125
EPPIN (meth.),0.0125
SULT2A1 (meth.),0.0124
GYPC (meth.),0.0124
CYTIP (meth.),0.0124
SOSTDC1 (meth.),0.0124
WWC3 (meth.),0.0123
ACRBP (meth.),0.0123
SPATA16 (meth.),0.0123
FABP3 (meth.),0.0123
CD28 (meth.),0.0123
TRAK1 (meth.),0.0122
RFLNA (meth.),0.0122
XPNPEP2 (meth.),0.0121
H3C8 (meth.),0.0120
TSPYL5 (meth.),0.0120
FIBIN (meth.),0.0120
KCNMB2 (meth.),0.0120
ZNF436 (meth.),0.0120
HSD17B2 (meth.),0.0120
GZMA (meth.),0.0119
ZNF154 (meth.),0.0119
CHRM5 (meth.),0.0118
TBXT (meth.),0.0118
TRPM8 (meth.),0.0117
