Gene Name,Score
ACRBP (meth.),0.0278
AGR2 (meth.),0.0265
HOXA5 (meth.),0.0261
MAP2 (meth.),0.0253
CCDC181 (meth.),0.0245
HOXA9 (meth.),0.0244
IFFO1 (meth.),0.0239
G6PC2 (meth.),0.0233
WDR72 (meth.),0.0232
OTOP1 (meth.),0.0230
FCER1A (meth.),0.0230
IL18 (meth.),0.0221
MYH4 (meth.),0.0219
ELN (meth.),0.0219
PYDC2 (meth.),0.0214
SPHKAP (meth.),0.0214
BEST3 (meth.),0.0214
ARHGDIB (meth.),0.0212
GSDMC (meth.),0.0211
DRD4 (meth.),0.0210
B4GALT6 (meth.),0.0210
LYPD5 (meth.),0.0207
FAM83A (meth.),0.0207
PRG3 (meth.),0.0207
CCR6 (meth.),0.0205
VNN1 (meth.),0.0205
ZNF154 (meth.),0.0205
MYO3A (meth.),0.0205
TRH (meth.),0.0204
GZMA (meth.),0.0202
FIBIN (meth.),0.0201
EPB41L1 (meth.),0.0200
PTHLH (meth.),0.0199
SLC38A11 (meth.),0.0199
ZFP42 (meth.),0.0199
PTPN22 (meth.),0.0198
GLIPR1L1 (meth.),0.0196
XDH (meth.),0.0195
SST (meth.),0.0195
GPX5 (meth.),0.0192
FAM180A (meth.),0.0192
ZNF577 (meth.),0.0191
RNASE6 (meth.),0.0190
CPA6 (meth.),0.0189
ST6GALNAC1 (meth.),0.0189
MAT1A (meth.),0.0189
GRIP1 (meth.),0.0188
RBM47 (meth.),0.0188
INPP5B (meth.),0.0188
IL1RL2 (meth.),0.0188
STMN2 (meth.),0.0187
HTR3D (meth.),0.0187
TMED6 (meth.),0.0186
GPR143 (meth.),0.0186
CPA3 (meth.),0.0186
GNG4 (meth.),0.0185
CMTM3 (meth.),0.0185
CXCR2 (meth.),0.0185
KCNMB2 (meth.),0.0185
H3C3 (meth.),0.0184
GCSAM (meth.),0.0184
TRHR (meth.),0.0183
MAGEC3 (meth.),0.0183
RUNX1 (meth.),0.0182
FTHL17 (meth.),0.0182
RDH5 (meth.),0.0182
DISP1 (meth.),0.0181
PABPC5 (meth.),0.0181
GFRA3 (meth.),0.0180
GJB6 (meth.),0.0180
NMUR2 (meth.),0.0179
CFTR (meth.),0.0178
ZNF671 (meth.),0.0178
CD1B (meth.),0.0178
HTR2C (meth.),0.0177
HCG9 (meth.),0.0177
PHACTR2 (meth.),0.0177
UMOD (meth.),0.0177
DAPP1 (meth.),0.0176
ZNF536 (meth.),0.0176
TCN1 (meth.),0.0175
CHL1 (meth.),0.0175
F7 (meth.),0.0175
WNK3 (meth.),0.0175
CYTIP (meth.),0.0175
CLIC6 (meth.),0.0174
GCM1 (meth.),0.0174
BBOX1 (meth.),0.0173
TRPM8 (meth.),0.0173
CNGB3 (meth.),0.0173
KLK1 (meth.),0.0173
PTGDR (meth.),0.0172
NOX1 (meth.),0.0172
NELL1 (meth.),0.0171
PCYT1B (meth.),0.0171
KSR1 (meth.),0.0170
RHAG (meth.),0.0170
SLC6A13 (meth.),0.0168
MS4A8 (meth.),0.0168
NEBL (meth.),0.0168
MGST1 (meth.),0.0168
TAS2R16 (meth.),0.0167
SLC16A5 (meth.),0.0167
LCE3D (meth.),0.0166
ADCY4 (meth.),0.0166
TM4SF4 (meth.),0.0165
CD28 (meth.),0.0165
DNAH5 (meth.),0.0164
PICALM (meth.),0.0164
LCE2D (meth.),0.0164
OR7C2 (meth.),0.0163
FABP3 (meth.),0.0163
GLYAT (meth.),0.0163
SLC22A9 (meth.),0.0163
