Gene Name,Score
APC2,0.3813
OLIG1,0.3725
SOX8,0.3718
BCAN,0.3593
NDRG2,0.3347
KCNJ10,0.3337
MTSS2,0.3219
PEA15,0.3187
ALDOC,0.3181
MIR9-1HG,0.3152
QKI,0.3141
MAP2,0.3139
GPM6A,0.3107
THRA,0.3095
RND2,0.3077
FEZ1,0.3065
KIF1B,0.3024
SMOC1,0.2975
EML2 (meth.),0.2968
GPM6B,0.2930
GABBR1,0.2908
FXYD6,0.2824
NCAM1,0.2818
RTN1,0.2782
MAPT,0.2770
SYT11,0.2730
TTYH1,0.2726
MTURN,0.2721
FZD6 (meth.),0.2714
FAM107A,0.2700
SEPTIN3,0.2694
SLC1A2,0.2679
PLP1,0.2668
SCD5,0.2659
CSPG5,0.2582
BAALC,0.2500
RASSF2,0.2491
MLC1,0.2483
SCG3,0.2475
CLIP3,0.2453
ATP1B2,0.2438
GFAP,0.2413
GPRC5B,0.2410
SPARCL1,0.2408
TCF12,0.2383
PLEKHB1,0.2374
NTRK2,0.2366
MBP,0.2337
MAP1A,0.2333
SLC1A3,0.2326
ATP1A2,0.2288
TNK2,0.2234
PCDHGC3,0.2215
LRIG1,0.2188
DTNA,0.2169
RTN3,0.2039
RBMS3 (meth.),0.2038
TSPAN7,0.1962
KIF5C,0.1959
DAAM2,0.1926
CLIP2,0.1916
RGMA,0.1900
FYN,0.1857
SP100 (meth.),0.1851
IER3 (meth.),0.1804
TMEM140 (meth.),0.1804
ARHGAP24 (meth.),0.1784
ARNT2,0.1773
CNP,0.1760
AQP4,0.1758
LGALS3 (meth.),0.1731
HES6,0.1726
KIF1A,0.1710
FYCO1 (meth.),0.1701
SLC35D2 (meth.),0.1683
CUL1 (meth.),0.1675
HIPK2,0.1671
MARCKS,0.1654
TNFSF15 (meth.),0.1628
AHCYL1,0.1625
DPYSL2,0.1615
ENO3 (meth.),0.1606
ABAT,0.1574
SLC22A17,0.1568
APOL1 (meth.),0.1559
GDI1,0.1554
SRI,0.1506
ETV1,0.1503
LRRC8A,0.1499
ANK2,0.1485
CAMK2A,0.1484
NRCAM,0.1481
RNF135 (meth.),0.1430
ABCA2,0.1421
LPCAT2 (meth.),0.1402
HAPLN3 (meth.),0.1401
TOMM20L (meth.),0.1394
RASSF4,0.1382
GNMT (meth.),0.1374
VEPH1 (meth.),0.1372
ID4,0.1350
SPTAN1,0.1348
ZMYND10 (meth.),0.1347
SNAP25,0.1346
ATP6V0E2,0.1333
CPE,0.1297
TUBB2A,0.1291
HEPACAM (meth.),0.1286
