Gene Name,Score
NKX3-1,1.0420
PPP3CA,0.8495
STEAP2,0.8290
TARP,0.8133
SLC45A3,0.7262
FOLH1,0.6662
PDLIM5,0.6540
ZBTB7B (meth.),0.6279
ACP3,0.6214
AMD1,0.6059
DHRS7,0.6048
SPDEF,0.5906
CAMKK2,0.5829
RDH11,0.5471
ABCC4,0.5204
ANKH,0.5151
TRPM4,0.5121
ERGIC1,0.4939
C19orf48P,0.4805
SYT7,0.4626
SPON2,0.4566
ATP2C1,0.4345
PLPP1,0.4130
ALOX15B,0.3976
GOLM1,0.3870
BEST3 (meth.),0.3712
PMEPA1,0.3665
MCCC2,0.3621
SORD,0.3583
INPP5B (meth.),0.3577
KIF5C,0.3550
NPDC1,0.3517
ALDH1A3,0.3506
HERPUD1,0.3496
CANT1,0.3473
ACE (meth.),0.3454
NEFH,0.3335
HAPLN3 (meth.),0.3240
SLC44A4,0.3224
SLC4A4,0.3209
UBXN10 (meth.),0.3199
CREB3L1,0.3178
FURIN (meth.),0.3138
ANXA6 (meth.),0.3131
PIPOX (meth.),0.3081
SLC2A3 (meth.),0.3078
GALNT7,0.3042
RGL3 (meth.),0.2985
RERE,0.2956
PRICKLE2 (meth.),0.2955
NEDD4L,0.2944
PLA2G4E (meth.),0.2864
C1orf116,0.2859
STEAP4,0.2829
TSPAN1,0.2814
SERP1,0.2789
NCAPD3,0.2780
FASN,0.2762
SPDEF (meth.),0.2711
H2AJ,0.2651
SLC29A1 (meth.),0.2644
TPD52,0.2633
AMACR,0.2614
NUMA1,0.2601
SPOCK1,0.2589
TNFRSF17 (meth.),0.2588
ACSL3,0.2562
COL9A2,0.2561
ACKR3 (meth.),0.2495
CD14 (meth.),0.2467
PAH (meth.),0.2391
IL1R1,0.2385
SMS,0.2307
NFIX,0.2296
GLO1,0.2286
NIBAN1,0.2281
NOX1 (meth.),0.2278
PPT2 (meth.),0.2260
AOX1 (meth.),0.2260
HFE (meth.),0.2254
IDH1,0.2237
RBMS3 (meth.),0.2230
FMOD,0.2217
ABHD2,0.2124
ELAPOR1,0.2122
TMEM100 (meth.),0.2113
H4C4 (meth.),0.2109
EPSTI1 (meth.),0.2083
GPR152 (meth.),0.2081
HID1,0.2060
PTPRN2,0.2056
RHCG (meth.),0.2043
CXCL14 (meth.),0.2036
MARCHF10 (meth.),0.2014
GSX2 (meth.),0.2009
MYH11,0.1995
GNB2,0.1971
ENO3 (meth.),0.1968
BTN3A3 (meth.),0.1954
SNRPN,0.1912
WFDC2 (meth.),0.1907
GCNT2 (meth.),0.1899
CKB,0.1896
SEC16A,0.1891
CD74 (meth.),0.1879
SND1,0.1862
TMEM106A (meth.),0.1857
APOBEC3C (meth.),0.1852
SMOC2,0.1852
TBX3,0.1850
TRIB1,0.1828
SORBS2 (meth.),0.1826
PEAK3 (meth.),0.1822
KRT7 (meth.),0.1820
HSD17B4,0.1792
PICALM (meth.),0.1787
CHD3,0.1748
MAT1A (meth.),0.1745
LRIG1,0.1744
CYBA (meth.),0.1743
STAP1 (meth.),0.1741
BCAM,0.1732
COMP (meth.),0.1732
STAT5A (meth.),0.1726
CLIC6 (meth.),0.1722
