Gene Name,Score
NKX3-1,0.8956
PPP3CA,0.7385
TARP,0.6861
STEAP2,0.6781
SLC45A3,0.5983
ZBTB7B (meth.),0.5742
FOLH1,0.5603
CAMKK2,0.5455
ANKH,0.5398
DHRS7,0.5245
ACP3,0.5144
AMD1,0.5080
PDLIM5,0.5075
SPDEF,0.4903
ABCC4,0.4564
C19orf48P,0.4439
SYT7,0.4435
ERGIC1,0.4423
SPON2,0.4292
TRPM4,0.4276
ATP2C1,0.4271
RDH11,0.4204
ALOX15B,0.4018
PMEPA1,0.3776
PLPP1,0.3680
INPP5B (meth.),0.3650
GOLM1,0.3561
ACE (meth.),0.3420
NPDC1,0.3408
ALDH1A3,0.3356
KIF5C,0.3330
BEST3 (meth.),0.3226
ANXA6 (meth.),0.3180
CREB3L1,0.3170
HERPUD1,0.3166
SLC2A3 (meth.),0.3154
UBXN10 (meth.),0.3076
FURIN (meth.),0.3060
SLC4A4,0.3052
RERE,0.3051
PIPOX (meth.),0.3034
CANT1,0.2994
SORD,0.2968
NEFH,0.2929
PRICKLE2 (meth.),0.2918
PLA2G4E (meth.),0.2907
NEDD4L,0.2896
TSPAN1,0.2880
SPOCK1,0.2877
NCAPD3,0.2871
MCCC2,0.2839
FASN,0.2826
COL9A2,0.2797
RGL3 (meth.),0.2788
GALNT7,0.2775
H2AJ,0.2743
ACSL3,0.2679
SLC44A4,0.2665
HAPLN3 (meth.),0.2616
SERP1,0.2611
CD14 (meth.),0.2599
SPDEF (meth.),0.2577
C1orf116,0.2574
TPD52,0.2534
NIBAN1,0.2528
NUMA1,0.2516
ABHD2,0.2508
TNFRSF17 (meth.),0.2465
AMACR,0.2416
IDH1,0.2350
STEAP4,0.2347
AOX1 (meth.),0.2324
SMS,0.2318
IL1R1,0.2303
SLC29A1 (meth.),0.2303
NOX1 (meth.),0.2268
TMEM100 (meth.),0.2243
GLO1,0.2213
HFE (meth.),0.2208
PPT2 (meth.),0.2189
FMOD,0.2130
ACKR3 (meth.),0.2115
CXCL14 (meth.),0.2099
GPR152 (meth.),0.2071
PAH (meth.),0.2060
NFIX,0.2039
SND1,0.2005
H4C4 (meth.),0.2000
GNB2,0.1993
BCAM,0.1990
CEP15 (meth.),0.1983
PTPRN2,0.1979
EPSTI1 (meth.),0.1966
PEAK3 (meth.),0.1957
HID1,0.1946
RHCG (meth.),0.1913
SMOC2,0.1892
ELAPOR1,0.1882
CHD3,0.1859
TBX3,0.1849
MYH11,0.1848
SORBS2 (meth.),0.1847
MARCHF10 (meth.),0.1839
PICALM (meth.),0.1836
LTBP4,0.1831
CKB,0.1823
MAOA,0.1823
BTN3A3 (meth.),0.1816
GCNT2 (meth.),0.1794
SNRPN,0.1783
CLIC6 (meth.),0.1778
TOR4A (meth.),0.1778
KRT7 (meth.),0.1777
TRIB1,0.1776
PMEPA1 (meth.),0.1770
PHACTR2 (meth.),0.1767
SEC16A,0.1758
TGFB3 (meth.),0.1743
FKBP5,0.1739
