Gene Name,Score
PAX8,0.8522
TSHR,0.7992
SLC25A29,0.6282
CTSB,0.6179
LMO3,0.5827
BHLHE41,0.5408
NPC2,0.5157
PLPP3,0.5101
ARMCX3,0.4876
OTOS (meth.),0.4677
LCN12 (meth.),0.4507
KCNJ16,0.4373
NAV3 (meth.),0.4354
FN1,0.4354
S100A13,0.4260
ID4,0.4207
PBXIP1,0.4196
APLP2,0.4016
INPP5J,0.3959
KIAA1217,0.3879
ZCCHC12,0.3813
DUSP6,0.3697
SLC26A4-AS1,0.3690
CRYBB3 (meth.),0.3680
DTX4,0.3674
CLDN16 (meth.),0.3634
TG,0.3611
NPNT,0.3584
TMEM140 (meth.),0.3487
SNX1,0.3273
LRRK2,0.3195
CLCNKB (meth.),0.3141
ADGRG1,0.3133
LTBP3,0.3077
C16orf89,0.3064
LTBP2,0.3060
MTCH1,0.3012
LRP4,0.2996
HOXB1 (meth.),0.2962
MADD (meth.),0.2918
FRK (meth.),0.2873
TPO (meth.),0.2858
DIO2,0.2855
PHACTR2 (meth.),0.2833
DHRS3,0.2832
CLU,0.2812
EXOC3L2 (meth.),0.2797
BBOX1 (meth.),0.2779
NELL2,0.2736
ISG20 (meth.),0.2734
CD96 (meth.),0.2725
CITED1,0.2695
MYH10,0.2659
PROS1,0.2644
NTRK2,0.2631
CD200R1 (meth.),0.2551
SLC34A2,0.2542
FNDC1,0.2532
DUOX1,0.2526
CHD4,0.2509
PDE6B (meth.),0.2475
MIOX (meth.),0.2465
SLC23A2 (meth.),0.2458
GPX3,0.2454
CCND2,0.2445
LRMDA (meth.),0.2437
SLC18A1 (meth.),0.2411
LTBP4,0.2389
RHBDD2,0.2387
SLC26A7,0.2372
DUOX2,0.2335
GOLGA8A,0.2299
POLR2D (meth.),0.2291
APMAP,0.2287
FYN,0.2286
SLC15A2 (meth.),0.2270
TSC22D1,0.2238
DCSTAMP (meth.),0.2220
HKDC1 (meth.),0.2215
MT1F,0.2205
SDC2,0.2172
TREML1 (meth.),0.2157
TRPV3 (meth.),0.2139
CSNK1E (meth.),0.2125
LBH,0.2125
IFITM1 (meth.),0.2101
ASAH1,0.2082
BRAF (mut.),0.2075
SPOCK2,0.2067
ST3GAL1,0.2062
KCNMB2 (meth.),0.2052
ITPR3,0.2051
PI15 (meth.),0.2016
PDCD4,0.2015
NDFIP1,0.2011
WT1 (meth.),0.2007
IGFBP5,0.1998
PRSS23,0.1993
CCR6 (meth.),0.1983
MPZL2,0.1983
PARM1,0.1978
CCDC47 (meth.),0.1945
SNRPN,0.1940
ST6GALNAC1 (meth.),0.1934
LYN (meth.),0.1881
ECE1,0.1879
GJD4 (meth.),0.1868
FGF1 (meth.),0.1841
HAMP (meth.),0.1831
GSN,0.1822
SPDEF (meth.),0.1815
SULT1A2 (meth.),0.1807
SNTB1 (meth.),0.1802
HOPX,0.1793
SLC6A13 (meth.),0.1779
NRP2,0.1774
CIITA (meth.),0.1765
PLXNB1 (meth.),0.1763
TACSTD2 (meth.),0.1746
ABCA2,0.1743
CNTN6 (meth.),0.1729
REEP5,0.1714
STRA6 (meth.),0.1711
GLYAT (meth.),0.1697
CHI3L2 (meth.),0.1694
ITGA3,0.1684
KAZALD1 (meth.),0.1668
CHI3L1 (meth.),0.1665
MXRA7,0.1649
SELP (meth.),0.1648
MATN2,0.1646
PRDX5,0.1643
EIF4A2,0.1623
AMDHD1 (meth.),0.1608
ALAS1 (meth.),0.1604
HSP90B1,0.1601
RXFP4 (meth.),0.1598
GCNT3 (meth.),0.1589
WFIKKN2 (meth.),0.1579
FAM83A (meth.),0.1576
RNF187,0.1573
HOXD3 (meth.),0.1570
CLEC10A (meth.),0.1570
ACY3 (meth.),0.1569
ATP11A,0.1566
VHL (meth.),0.1563
PLVAP,0.1562
PTHLH (meth.),0.1559
HABP2 (meth.),0.1552
S100A1,0.1552
TMEM100 (meth.),0.1552
SLAMF7 (meth.),0.1551
GPX5 (meth.),0.1551
NLRP10 (meth.),0.1546
ISG20L2 (meth.),0.1538
UHRF1 (meth.),0.1533
CCDC198 (meth.),0.1531
ZFP36L1,0.1530
CLCA1 (meth.),0.1529
DCAF12L1 (meth.),0.1510
MAMDC2 (meth.),0.1510
SORBS2 (meth.),0.1502
SH3TC1 (meth.),0.1497
HCAR1 (meth.),0.1493
ADGRD1 (meth.),0.1486
