Gene Name,Score
TNFAIP8L2 (meth.),0.3329
RPL7,0.2921
LMO2 (meth.),0.2812
RUNX1,0.2417
PLEK (meth.),0.2371
CD6 (meth.),0.2308
OGT,0.2173
C16orf54 (meth.),0.2158
CARD8 (meth.),0.2112
CD37 (meth.),0.1997
MYO15B,0.1956
NCKAP1L (meth.),0.1935
SRGN,0.1900
CDK6,0.1881
ARHGAP25 (meth.),0.1874
RPL17,0.1850
ATP13A4 (meth.),0.1774
IL1B (meth.),0.1772
LAT (meth.),0.1705
IL18BP (meth.),0.1683
CYTIP (meth.),0.1584
FAM114A1 (meth.),0.1572
MPO,0.1565
PTPRC,0.1516
HBB,0.1514
HNRNPH1,0.1456
FAM124B (meth.),0.1449
EEF1A1P9,0.1411
SELPLG (meth.),0.1379
PRELP (meth.),0.1368
NUP210,0.1353
STAB1,0.1339
NLRP12 (meth.),0.1329
CAT,0.1303
ARHGDIB,0.1290
CSF3R (meth.),0.1281
CFAP45 (meth.),0.1268
SON,0.1258
CCR7 (meth.),0.1240
HBA2,0.1233
CDK15 (meth.),0.1208
RPS18,0.1206
MALAT1,0.1205
TASL (meth.),0.1193
SNX20 (meth.),0.1167
HPN (meth.),0.1158
LENG8,0.1149
SPNS3 (meth.),0.1138
AFF3 (meth.),0.1124
ITGB2,0.1116
TRIM2 (meth.),0.1114
KLHL6 (meth.),0.1106
MAMSTR (meth.),0.1102
RUNX1 (meth.),0.1093
RAC2,0.1089
CLEC3A (meth.),0.1067
RHOH (meth.),0.1040
LTC4S (meth.),0.1038
PRR15L (meth.),0.1027
SOD3 (meth.),0.1018
WAS (meth.),0.1017
LCP1,0.1009
EVL (meth.),0.1000
CD28 (meth.),0.1000
PTPN22 (meth.),0.0997
RFLNA (meth.),0.0983
ADGRE1 (meth.),0.0980
SRRM2,0.0949
C11orf52 (meth.),0.0944
TNFSF8 (meth.),0.0944
ITGB2 (meth.),0.0937
GMFG (meth.),0.0913
TRIM40 (meth.),0.0908
SLC15A2 (meth.),0.0905
LINC02694 (meth.),0.0901
CD164L2 (meth.),0.0887
OR10J1 (meth.),0.0884
HBA1,0.0879
CLEC14A (meth.),0.0875
KIF12 (meth.),0.0851
STAP1 (meth.),0.0844
STAT5A (meth.),0.0842
FOSB,0.0841
LCP1 (meth.),0.0839
C1orf210 (meth.),0.0831
MACROH2A1,0.0830
CORO1A,0.0817
P2RX1 (meth.),0.0816
CAPSL (meth.),0.0816
CBLC (meth.),0.0792
ELMO3 (meth.),0.0792
FPR2 (meth.),0.0785
GCSAM (meth.),0.0774
UBASH3A (meth.),0.0769
NCALD (meth.),0.0762
SF3B1,0.0756
LILRA1 (meth.),0.0750
LAPTM5,0.0741
SRGN (meth.),0.0741
FXYD3 (meth.),0.0738
RD3 (meth.),0.0736
SELL,0.0735
PLEKHA4 (meth.),0.0730
IRAG2 (meth.),0.0726
NAV1 (meth.),0.0724
SLC18A1 (meth.),0.0722
IFI44L (meth.),0.0714
GDF5 (meth.),0.0711
ARHGAP15 (meth.),0.0710
PRKAR2B (meth.),0.0709
DISP1 (meth.),0.0703
FOXI1 (meth.),0.0697
