Gene Name,Score
FCRL2 (meth.),0.0415
CCDC181 (meth.),0.0401
TNFRSF17 (meth.),0.0393
RDH5 (meth.),0.0381
HTR2C (meth.),0.0379
PLAC8 (meth.),0.0378
PABPC5 (meth.),0.0377
CD28 (meth.),0.0363
GLYAT (meth.),0.0356
UTF1 (meth.),0.0348
COL5A2 (meth.),0.0343
BEST3 (meth.),0.0334
CA3 (meth.),0.0332
KCNE3 (meth.),0.0331
ARHGDIB (meth.),0.0327
ZNF671 (meth.),0.0323
SST (meth.),0.0322
SUMO3 (meth.),0.0321
HOXA9 (meth.),0.0316
CNGB3 (meth.),0.0314
LIN7A (meth.),0.0312
PTGDR (meth.),0.0307
PGLYRP3 (meth.),0.0306
CYTL1 (meth.),0.0306
LYPD5 (meth.),0.0305
BANK1 (meth.),0.0305
HKDC1 (meth.),0.0305
SLC22A9 (meth.),0.0301
DISP1 (meth.),0.0301
HOXA5 (meth.),0.0300
GPR143 (meth.),0.0300
INPP5B (meth.),0.0300
HCAR1 (meth.),0.0299
IL18 (meth.),0.0298
GATA2 (meth.),0.0294
IFITM1 (meth.),0.0293
VNN1 (meth.),0.0292
CCR6 (meth.),0.0288
IRAG2 (meth.),0.0285
PEAK3 (meth.),0.0285
SELENBP1 (meth.),0.0283
CASP8 (meth.),0.0283
EPB41L1 (meth.),0.0282
CFTR (meth.),0.0282
GABRB1 (meth.),0.0281
ADCY4 (meth.),0.0280
PRG3 (meth.),0.0275
MAGEC3 (meth.),0.0275
FAM216B (meth.),0.0275
MGST1 (meth.),0.0274
MS4A8 (meth.),0.0273
FOXG1 (meth.),0.0273
CD53 (meth.),0.0273
TMED6 (meth.),0.0272
AGR2 (meth.),0.0271
GDF3 (meth.),0.0270
ZNF577 (meth.),0.0270
CNTNAP2 (meth.),0.0269
BNIPL (meth.),0.0269
UMOD (meth.),0.0269
RGL3 (meth.),0.0269
GNG4 (meth.),0.0268
ST6GALNAC1 (meth.),0.0267
IL1RL2 (meth.),0.0267
TRHR (meth.),0.0266
SLC26A5 (meth.),0.0266
NETO1 (meth.),0.0265
C15orf48 (meth.),0.0264
MS4A15 (meth.),0.0263
MAT1A (meth.),0.0261
EPB41L3 (meth.),0.0260
CPA3 (meth.),0.0260
ZDHHC15 (meth.),0.0259
GP2 (meth.),0.0259
H3C8 (meth.),0.0259
EPHA5 (meth.),0.0259
PTPN22 (meth.),0.0258
AIM2 (meth.),0.0258
SLC6A13 (meth.),0.0258
GJB6 (meth.),0.0257
CRIP3 (meth.),0.0255
STMN2 (meth.),0.0255
LCE3D (meth.),0.0253
POU4F2 (meth.),0.0253
FXYD3 (meth.),0.0253
PICALM (meth.),0.0253
CYTIP (meth.),0.0252
ACRBP (meth.),0.0252
ELN (meth.),0.0252
TM4SF4 (meth.),0.0251
ANXA4 (meth.),0.0250
BBOX1 (meth.),0.0250
CAVIN2 (meth.),0.0249
CD38 (meth.),0.0249
PCP4 (meth.),0.0248
KLF8 (meth.),0.0248
ZNF667 (meth.),0.0247
DEF6 (meth.),0.0247
SRPX2 (meth.),0.0246
NMUR2 (meth.),0.0246
TSPYL5 (meth.),0.0246
CHRM5 (meth.),0.0245
DRD4 (meth.),0.0243
NOX1 (meth.),0.0242
PRKAR1B (meth.),0.0242
GSDMC (meth.),0.0241
XDH (meth.),0.0241
LYN (meth.),0.0241
ACVR1 (meth.),0.0240
TFAP2B (meth.),0.0239
FAXDC2 (meth.),0.0239
SORCS3 (meth.),0.0239
GCSAML (meth.),0.0237
HOXB1 (meth.),0.0237
FERD3L (meth.),0.0237
B4GALT6 (meth.),0.0236
H3C3 (meth.),0.0235
CD1B (meth.),0.0234
C11orf52 (meth.),0.0233
FAM135B (meth.),0.0233
PCSK1 (meth.),0.0233
GZMA (meth.),0.0233
ANKRD53 (meth.),0.0233
WDR72 (meth.),0.0233
GCSAM (meth.),0.0232
OTOP1 (meth.),0.0231
CD200R1 (meth.),0.0231
LMO3 (meth.),0.0231
HOXD10 (meth.),0.0231
ST6GALNAC5 (meth.),0.0230
FPR2 (meth.),0.0230
IFFO1 (meth.),0.0230
FLI1 (meth.),0.0230
NEFM (meth.),0.0230
SULT2B1 (meth.),0.0229
PRKAR2B (meth.),0.0229
SLC22A12 (meth.),0.0228
CNKSR2 (meth.),0.0227
CMTM3 (meth.),0.0226
IL7R (meth.),0.0226
FCAR (meth.),0.0225
GIMAP4 (meth.),0.0225
MSC (meth.),0.0225
PTHLH (meth.),0.0225
FSHR (meth.),0.0224
FYB1 (meth.),0.0223
GLRA2 (meth.),0.0223
SEMG2 (meth.),0.0222
MYLK (meth.),0.0221
NELL1 (meth.),0.0221
ZFP42 (meth.),0.0220
TCN1 (meth.),0.0219
H3C12 (meth.),0.0218
MTMR8 (meth.),0.0218
COL19A1 (meth.),0.0217
CHL1 (meth.),0.0217
PHACTR2 (meth.),0.0217
PPP1R36 (meth.),0.0216
GPRASP3 (meth.),0.0216
FIBIN (meth.),0.0216
GBP4 (meth.),0.0215
HEPACAM (meth.),0.0214
BCAN (meth.),0.0214
RUNX1 (meth.),0.0214
OR5V1 (meth.),0.0214
RASGRP3 (meth.),0.0213
ZNF154 (meth.),0.0213
HYLS1 (meth.),0.0212
WNK3 (meth.),0.0211
FAP (meth.),0.0211
SLC38A11 (meth.),0.0211
BTNL2 (meth.),0.0211
SOX3 (meth.),0.0211
RHAG (meth.),0.0209
HAAO (meth.),0.0208
CDK14 (meth.),0.0208
APC (meth.),0.0207
TLX3 (meth.),0.0206
CLIC6 (meth.),0.0206
PXDN (meth.),0.0205
CLRN3 (meth.),0.0204
CRMP1 (meth.),0.0204
DAPP1 (meth.),0.0204
SLITRK1 (meth.),0.0203
FOXI1 (meth.),0.0203
TMPRSS3 (meth.),0.0203
ZNF436 (meth.),0.0203
ZSCAN12 (meth.),0.0202
ADHFE1 (meth.),0.0202
H4C6 (meth.),0.0201
HTR3D (meth.),0.0201
MYH4 (meth.),0.0200
POU3F4 (meth.),0.0200
TRH (meth.),0.0198
FTHL17 (meth.),0.0198
PLEKHS1 (meth.),0.0198
RBM47 (meth.),0.0197
KRT5 (meth.),0.0197
C2CD6 (meth.),0.0197
DMBT1 (meth.),0.0196
FAM180A (meth.),0.0195
OR7C2 (meth.),0.0195
SLC6A15 (meth.),0.0195
ARSL (meth.),0.0194
FAM83A (meth.),0.0193
SCRG1 (meth.),0.0193
SARM1 (meth.),0.0193
CD69 (meth.),0.0193
DYNLT5 (meth.),0.0193
ADAMTSL1 (meth.),0.0193
PCYT1B (meth.),0.0193
TRAK1 (meth.),0.0192
VILL (meth.),0.0192
MYO3A (meth.),0.0192
BPIFA3 (meth.),0.0192
SSTR4 (meth.),0.0191
RD3 (meth.),0.0191
KLK1 (meth.),0.0190
IRAK3 (meth.),0.0190
DNAH5 (meth.),0.0189
KCNAB2 (meth.),0.0189
SLITRK3 (meth.),0.0189
TRIM2 (meth.),0.0189
WDR17 (meth.),0.0189
TGFB3 (meth.),0.0189
TTN (meth.),0.0189
TBC1D9B (meth.),0.0188
GRIP1 (meth.),0.0187
SPRR4 (meth.),0.0187
ANPEP (meth.),0.0186
KCNMB2 (meth.),0.0186
KRTAP13-3 (meth.),0.0186
SFN (meth.),0.0186
KIF12 (meth.),0.0186
TAS2R16 (meth.),0.0186
CNTN6 (meth.),0.0186
DPP6 (meth.),0.0184
CAPSL (meth.),0.0184
KSR1 (meth.),0.0183
ENTPD1 (meth.),0.0183
SOSTDC1 (meth.),0.0183
PYDC2 (meth.),0.0183
G6PC2 (meth.),0.0183
ACSL4 (meth.),0.0182
TBX5 (meth.),0.0182
BATF (meth.),0.0182
FRZB (meth.),0.0181
NKX6-2 (meth.),0.0181
GRM8 (meth.),0.0180
CXCR2 (meth.),0.0180
IFNA8 (meth.),0.0180
FLG (meth.),0.0180
NIBAN3 (meth.),0.0180
AJAP1 (meth.),0.0180
RNASE6 (meth.),0.0179
SPHKAP (meth.),0.0179
TPSD1 (meth.),0.0179
ALX1 (meth.),0.0179
TNFSF4 (meth.),0.0178
GPX5 (meth.),0.0178
ARL14 (meth.),0.0177
GCM1 (meth.),0.0177
CLCA1 (meth.),0.0177
PLAC1 (meth.),0.0177
HNF4A (meth.),0.0176
ZNF536 (meth.),0.0176
EHF (meth.),0.0176
HOXD9 (meth.),0.0175
PRSS58 (meth.),0.0175
HCG9 (meth.),0.0175
FCER1A (meth.),0.0175
SLC13A5 (meth.),0.0174
VXN (meth.),0.0174
PCDHB6 (meth.),0.0173
CLEC12B (meth.),0.0172
COL11A2 (meth.),0.0172
SPATA16 (meth.),0.0172
ADGRG7 (meth.),0.0172
GFRA3 (meth.),0.0172
CD5L (meth.),0.0171
F7 (meth.),0.0171
CD14 (meth.),0.0171
CDO1 (meth.),0.0171
PHOX2A (meth.),0.0170
GIMAP5 (meth.),0.0170
LMNTD1 (meth.),0.0170
FABP3 (meth.),0.0170
MCF2 (meth.),0.0168
MSN (meth.),0.0167
CPA6 (meth.),0.0167
SLC52A3 (meth.),0.0167
CD33 (meth.),0.0167
GCNT3 (meth.),0.0166
GPR101 (meth.),0.0166
MAP2 (meth.),0.0166
CER1 (meth.),0.0165
STEAP4 (meth.),0.0165
CLEC14A (meth.),0.0165
ALK (meth.),0.0165
REPS2 (meth.),0.0164
A4GNT (meth.),0.0164
