Gene Name,Score
RPL7,1.6562
MALAT1,1.4634
MYO15B,1.3010
RUNX1,1.2813
OGT,1.2595
EEF1A1P9,1.1794
LMO2 (meth.),1.1731
CDK6,1.1571
SRGN,1.1429
RPL17,1.0464
MACROH2A1,1.0255
MPO,0.9938
STAB1,0.9625
LENG8,0.9588
GRK2,0.9479
PTPRC,0.9347
IL1B (meth.),0.9146
NUP210,0.9081
TNFAIP8L2 (meth.),0.8974
PLEK (meth.),0.8886
LCP1,0.8556
C16orf54 (meth.),0.8312
NCKAP1L (meth.),0.8095
CD37 (meth.),0.7709
HBG2,0.7642
HNRNPH1,0.7640
SF3B1,0.7545
CYTIP (meth.),0.7386
LAT (meth.),0.7184
ARHGDIB,0.7159
RPS18,0.7086
HBA2,0.7075
CAT,0.6903
PIEZO1,0.6835
IL18BP (meth.),0.6723
CD6 (meth.),0.6634
SELPLG (meth.),0.6594
HBB,0.6565
ITGB2,0.6532
CARD8 (meth.),0.6428
DDX17,0.6239
ATP13A4 (meth.),0.6235
NLRP12 (meth.),0.6227
CLEC3A (meth.),0.5901
DIAPH1,0.5616
S100A16 (meth.),0.5536
CPT1A,0.5384
SON,0.5378
RAC2,0.5319
ARHGAP25 (meth.),0.5304
IFI44L (meth.),0.5293
LYZ,0.5234
ADGRE1 (meth.),0.5219
RPS3A,0.5085
SRRM2,0.5083
CYBB,0.5044
CFAP45 (meth.),0.5003
EEF1B2,0.4935
SELL,0.4915
CD34,0.4908
MAMSTR (meth.),0.4907
PRELP (meth.),0.4826
NCOA4,0.4815
MAT2A,0.4771
CORO1A,0.4769
LINC02694 (meth.),0.4764
TOP2B,0.4757
FAM124B (meth.),0.4737
SORL1,0.4728
SLC15A2 (meth.),0.4714
LINC02870 (meth.),0.4659
EVL (meth.),0.4652
CSF3R (meth.),0.4560
ATP2A3,0.4556
CCR7 (meth.),0.4546
FAM114A1 (meth.),0.4522
CTSS,0.4510
DDX39B,0.4457
VCAN,0.4372
NCKAP1,0.4337
KLHL6 (meth.),0.4272
TASL (meth.),0.4272
MCL1,0.4230
RUNX1 (meth.),0.4226
CDK15 (meth.),0.4174
HNRNPK,0.4109
OR10J1 (meth.),0.3991
RHOH (meth.),0.3976
FPR2 (meth.),0.3971
IRAG2 (meth.),0.3872
RPS27A,0.3795
SNX20 (meth.),0.3730
SLC18A1 (meth.),0.3704
ZFP36L2,0.3697
HBA1,0.3679
WASF2,0.3647
SUN2,0.3623
RTL3 (meth.),0.3565
HNRNPA3,0.3554
CD164L2 (meth.),0.3513
RPS7,0.3507
KLF6,0.3506
ELMO3 (meth.),0.3457
IL32 (meth.),0.3434
HOXA4 (meth.),0.3427
FOS,0.3406
TNFSF8 (meth.),0.3375
RFLNA (meth.),0.3361
KIF1C,0.3310
AHNAK,0.3303
FOSB,0.3255
LILRA1 (meth.),0.3251
C1QTNF6 (meth.),0.3231
SOD3 (meth.),0.3196
RASSF2,0.3150
LTC4S (meth.),0.3132
TRIM40 (meth.),0.3129
PRKAR2B (meth.),0.3129
P2RX1 (meth.),0.3118
SPNS3 (meth.),0.3113
STAP1 (meth.),0.3112
HMGB2,0.3103
FAM30A (meth.),0.3091
XIST,0.3071
HNRNPU,0.3037
SLC39A2 (meth.),0.3021
IRAG1 (meth.),0.3021
UHRF1 (meth.),0.3014
WAS (meth.),0.3010
NCALD (meth.),0.2994
EIF3A,0.2990
NEAT1,0.2989
CD244 (meth.),0.2952
