Gene Name,Score
OLIG1,0.2247
SOX8,0.2230
APC2,0.2146
BCAN,0.2091
NDRG2,0.1908
MTSS2,0.1908
EML2 (meth.),0.1833
SMOC1,0.1786
FZD6 (meth.),0.1784
PEA15,0.1761
THRA,0.1740
MAP2,0.1730
KCNJ10,0.1713
ALDOC,0.1699
KIF1B,0.1687
RND2,0.1684
MAPT,0.1634
MIR9-1HG,0.1621
QKI,0.1586
FEZ1,0.1558
PLP1,0.1548
RTN1,0.1546
SEPTIN3,0.1546
FXYD6,0.1526
RBMS3 (meth.),0.1520
GABBR1,0.1517
NCAM1,0.1505
GPM6A,0.1499
FAM107A,0.1492
MTURN,0.1458
GPM6B,0.1445
TTYH1,0.1443
MBP,0.1394
SLC1A2,0.1386
LRIG1,0.1373
SCG3,0.1343
PLEKHB1,0.1324
RASSF2,0.1322
SPARCL1,0.1315
GPRC5B,0.1307
SYT11,0.1294
TCF12,0.1293
TNK2,0.1291
CLIP3,0.1284
SCD5,0.1257
LGALS3 (meth.),0.1254
HES6,0.1252
BAALC,0.1233
NTRK2,0.1228
CUL1 (meth.),0.1217
CSPG5,0.1215
MAP1A,0.1211
MLC1,0.1188
SP100 (meth.),0.1182
SLC35D2 (meth.),0.1175
KIF5C,0.1169
RTN3,0.1165
TMEM140 (meth.),0.1164
FYCO1 (meth.),0.1150
GFAP,0.1124
IER3 (meth.),0.1115
ARHGAP24 (meth.),0.1109
ATP1B2,0.1104
ATP1A2,0.1083
ENO3 (meth.),0.1062
MARCKS,0.1059
HAPLN3 (meth.),0.1043
PCDHGC3,0.1042
ABCA2,0.1039
ARNT2,0.1038
TSPAN7,0.1036
HIPK2,0.1004
DAAM2,0.1003
APOL1 (meth.),0.0999
CLIP2,0.0998
CNP,0.0997
KIF1A,0.0992
FYN,0.0986
MMP14 (meth.),0.0976
SLC1A3,0.0975
RGMA,0.0965
LPCAT2 (meth.),0.0950
RNF135 (meth.),0.0947
LRRC8A,0.0946
TNFSF15 (meth.),0.0942
GNMT (meth.),0.0941
ATP6V0E2,0.0935
ZMYND10 (meth.),0.0928
TOMM20L (meth.),0.0925
GSX2 (meth.),0.0920
HFE (meth.),0.0910
VEPH1 (meth.),0.0894
ACKR3 (meth.),0.0881
ETV1,0.0873
LPAR2 (meth.),0.0864
DTNA,0.0860
GDI1,0.0857
SLC22A17,0.0848
SRI,0.0842
NFIX,0.0834
RASSF4,0.0826
CYP27A1 (meth.),0.0820
DPYSL2,0.0816
ACAN (meth.),0.0815
MARCHF10 (meth.),0.0812
MAP4K4,0.0800
HEPACAM (meth.),0.0789
DEFB1 (meth.),0.0788
CHST8 (meth.),0.0784
AQP4,0.0784
ID4,0.0759
G0S2 (meth.),0.0754
CKB,0.0752
MEDAG (meth.),0.0742
PWWP2B (meth.),0.0734
CAMK2A,0.0730
SPTAN1,0.0728
LRP4,0.0726
AHCYL1,0.0724
TUBB2A,0.0717
CYBA (meth.),0.0715
ABAT,0.0713
CD74 (meth.),0.0707
PDK4 (meth.),0.0704
DPYSL3,0.0703
ANK2,0.0699
VAMP2,0.0698
ADGRG6 (meth.),0.0697
H4C4 (meth.),0.0691
CRIP3 (meth.),0.0689
RAP1GAP (meth.),0.0687
C15orf48 (meth.),0.0687
WFDC2 (meth.),0.0684
AMIGO2 (meth.),0.0680
SNAP25,0.0679
CRYAB,0.0671
S100A2 (meth.),0.0670
CPE,0.0668
RBM24 (meth.),0.0664
ADD1,0.0655
FMOD (meth.),0.0653
PICALM (meth.),0.0652
CAMK1G (meth.),0.0645
TSTD1 (meth.),0.0645
COL19A1 (meth.),0.0642
PRECSIT (meth.),0.0642
MAT1A (meth.),0.0639
CAVIN2 (meth.),0.0634
CALHM2 (meth.),0.0625
FAAH2 (meth.),0.0624
DYNLT3 (meth.),0.0623
ENTPD2 (meth.),0.0618
RAC2 (meth.),0.0616
PPP1R36 (meth.),0.0613
PFN2,0.0612
NPM2 (meth.),0.0612
GLT8D2 (meth.),0.0610
NMNAT3 (meth.),0.0607
BEST3 (meth.),0.0604
CRIP1 (meth.),0.0601
FBXW10 (meth.),0.0599
LOC728392,0.0599
HOXB1 (meth.),0.0597
CPQ (meth.),0.0595
COL11A2 (meth.),0.0592
RHCG (meth.),0.0590
